Name,Rank,Year,Company Founding Year,Company Name,Company Relationship,Company Sector,Company Type,Age,Gender,Citizenship,Country of Residence,Region,Type Of Wealth,Net Worth In Billions,Wealth Category,Wealth Industry,Wealth Inherited
Stephen Jarislowsky,1092,2014,1955,Jarislowsky Fraser Limited,founder,investment mangagment,new,88,male,Canada,CAN,North America,self-made finance,1.6,Financial,Money Management,not inherited
Suhon Lin,1092,2014,1949,Chang Chun Group,founder,petrochemicals,new,86,male,Taiwan,Taiwan,East Asia,founder non-finance,1.6,Traded Sectors,Non-consumer industrial,not inherited
Thaksin Shinawatra,1092,2014,1986,Advanced Info Service,founder,mobile phones,new,64,male,Thailand,THA,East Asia,privatized and resources,1.6,Financial,Diversified financial,not inherited
Tsai Ming-Kai,1092,2014,1997,MediaTek,ceo,semiconductors,new,63,male,Taiwan,Taiwan,East Asia,executive,1.6,New Sectors,Technology-Computer,not inherited
Venugopal Dhoot,1092,2014,1979,Videocon Electronics,relation,television,new,62,male,India,IND,South Asia,inherited,1.6,New Sectors,Technology-Computer,father
Vincent Tan,1092,2014,1985,Berjaya Corporation Berhad,founder,gambing,privatization,62,male,Malaysia,MYS,East Asia,privatized and resources,1.6,Financial,Diversified financial,not inherited
Wen Jianping,1092,2014,2001,Beijing Originwater Technology,founder,sewage treatment,new,52,male,China,CHN,East Asia,founder non-finance,1.6,0,Other,not inherited
Wong Luen Hei,1092,2014,1996,China Lesso Group,founder,home building materials,new,52,male,China,CHN,East Asia,founder non-finance,1.6,Traded Sectors,Non-consumer industrial,not inherited
Yoshikazu Tanaka,1092,2014,2004,"GREE, Inc",founder,social network,new,37,male,Japan,JPN,East Asia,founder non-finance,1.6,New Sectors,Technology-Computer,not inherited
Yuri Gushchin,1092,2014,1998,Obyedinennye Konditery,founder,candy,privatization,69,male,Russia,RUS,Europe,privatized and resources,1.6,Traded Sectors,Consumer,not inherited
Zhou Chengjian,1092,2014,1986,Metersbonwe Group,founder,fashion,new,48,male,China,CHN,East Asia,founder non-finance,1.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ahsen Ozokur,1143,2014,1944,Yildiz Holding,relation,food products,new,63,female,Turkey,TUR,Middle East/North Africa,inherited,1.6,Traded Sectors,Consumer,father
Ali Ibrahim Agaoglu,1143,2014,1981,Agaoglu Group,founder,construction,new,60,male,Turkey,TUR,Middle East/North Africa,privatized and resources,1.6,Non-Traded Sectors,Constrution,not inherited
Ana Maria Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,89,female,Peru,PER,Latin America,inherited,1.6,Resource Related,Mining and metals,father
Ana Maria Marcondes Penido Sant'Anna,1143,2014,1945,CCR Group,relation,toll roads,new,58,female,Brazil,BRA,Latin America,inherited,1.6,0,Other,father
Benu Gopal Bangur,1143,2014,1918,Shree Cement,relation,cement,new,82,male,India,IND,South Asia,inherited,1.6,Non-Traded Sectors,Constrution,father
Cesar Mata Pires,1143,2014,1976,OAS SA,founder,construction,new,Unknown,male,Brazil,BRA,Latin America,privatized and resources,1.6,Non-Traded Sectors,Constrution,not inherited
Christoph Henkel,1143,2014,1876,Henkel Ag,relation,cleaning products,new,Unknown,male,Germany,DEU,Europe,inherited,1.6,Traded Sectors,Consumer,father
Manuel Moroun,1143,2014,1970,CenTra Inc.,chairman,bridge to canada,aquired,86,male,United States,USA,North America,executive,1.6,0,Other,not inherited
Rosa Brescia Cafferata,1143,2014,1889,Grupo Prescia (now Pandora Group),relation,"mining, banking",new,87,female,Peru,PER,Latin America,inherited,1.6,Resource Related,Mining and metals,father
Thomas Steyer,1143,2014,1986,Farallon Capital Management,founder,hedge funds,new,56,male,United States,USA,North America,self-made finance,1.6,Financial,Hedge funds,not inherited
Wong Kwong Yu,1143,2014,1987,Gome,investor,retail,new,44,male,China,CHN,East Asia,privatized and resources,1.6,Non-Traded Sectors,"Retail, Restaurant",not inherited
Alexander Frolov,1154,2014,1992,Evraz,ceo,steel,aquired,49,male,Russia,RUS,Europe,privatized and resources,1.5,Resource Related,Mining and metals,not inherited
Alexandre Grendene Bartelle,1154,2014,1971,Grendene,founder,shoes,new,64,male,Brazil,BRA,Latin America,founder non-finance,1.5,Traded Sectors,Consumer,not inherited
Alfredo Harp Helu,1154,2014,1884,Banamex,owner,banking,aquired,69,male,Mexico,MEX,Latin America,self-made finance,1.5,Financial,Money Management,not inherited
Andrei Bokarev,1154,2014,2002,CJSC Transmashholding,president,locomotive manufacturing,new,47,male,Russia,RUS,Europe,privatized and resources,1.5,Resource Related,Energy,not inherited
Bulent Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,pharmaceuticals,new,64,male,Turkey,TUR,Middle East/North Africa,inherited,1.5,New Sectors,Technology-Medical,father
Chang Yung Fa,1154,2014,1961,Evergreen Group,founder,shipping,new,86,male,Taiwan,Taiwan,East Asia,founder non-finance,1.5,0,Other,not inherited
Chen Tianqiao,1154,2014,1999,Shanda Interactive Entertainment,founder,entertainment,new,41,male,China,CHN,East Asia,founder non-finance,1.5,New Sectors,Technology-Computer,not inherited
Chen Yung-Tai,1154,2014,1965,Aurora Group,founder,real estate,new,78,male,Taiwan,Taiwan,East Asia,self-made finance,1.5,Financial,Real Estate,not inherited
Dan Wilks,1154,2014,2002,Frac Tech,founder,natural gas,new,57,male,United States,USA,North America,privatized and resources,1.5,Resource Related,Energy,not inherited
Erika Pohl-Stroher,1154,2014,1880,Wella AG,relation,cosmetics,new,95,female,Germany,DEU,Europe,inherited,1.5,Traded Sectors,Consumer,3rd generation
Ezra Nahmad,1154,2014,1960,Unknown,founder,art dealing,new,68,male,Monaco,MCO,Europe,founder non-finance,1.5,0,Other,not inherited
Farris Wilks,1154,2014,2002,Frac Tech,founder,natural gas,new,62,male,United States,USA,North America,privatized and resources,1.5,Resource Related,Energy,not inherited
Faruk Eczacibasi,1154,2014,1942,Eczacibasi Holding,relation,pharmaceuticals,new,59,male,Turkey,TUR,Middle East/North Africa,inherited,1.5,New Sectors,Technology-Medical,father
Francesco Gaetano Caltagirone,1154,2014,1947,Caltagirone Holdings,owner,cement,aquired,70,male,Italy,ITA,Europe,executive,1.5,Non-Traded Sectors,Constrution,not inherited
Gary Michelson,1154,2014,1949,Medtronic,inventor,medical devices,new,65,male,United States,USA,North America,executive,1.5,New Sectors,Technology-Medical,not inherited
Gregorio Perez Companc,1154,2014,1968,Petrolera Perez Companc,relation,oil,new,78,male,Argentina,ARG,Latin America,inherited,1.5,Resource Related,Energy,father
He Qiaonu,1154,2014,1992,Beijing Orient Landscape,founder,landscape architecture,new,48,female,China,CHN,East Asia,founder non-finance,1.5,Non-Traded Sectors,Constrution,not inherited
Horst Brandstaetter,1154,2014,1876,Brandstatter Group,relation,toys,new,80,male,Germany,DEU,Europe,inherited,1.5,Traded Sectors,Consumer,3rd generation
Huang Shih Tsai,1154,2014,1990,Greater China International Investment Group,founder,real estate,new,62,male,Hong Kong,HKG,East Asia,self-made finance,1.5,Financial,Real Estate,not inherited
Jimmy Haslam,1154,2014,1981,Pilot Flying J,founder,truck stop,new,60,male,United States,USA,North America,founder non-finance,1.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
John Henry,1154,2014,1981,John W. Henry & Company,founder,asset management,new,64,male,United States,USA,North America,founder non-finance,1.5,Traded Sectors,Consumer,not inherited
Jose Llado Fernandez-Urrutia,1154,2014,1960,Tecnicas Reunidas,founder,construction,new,79,male,Spain,ESP,Europe,founder non-finance,1.5,Non-Traded Sectors,Constrution,not inherited
Juan Carlos Escotet,1154,2014,1992,Banesco,founder,banking,new,54,male,Venezuela,VEN,Latin America,self-made finance,1.5,Financial,Money Management,not inherited
Koo Bon-Moo,1154,2014,1947,LG Group,relation,electonics,new,69,male,South Korea,KOR,East Asia,inherited,1.5,New Sectors,Technology-Computer,father
Lam Kong,1154,2014,1995,China Medical Systems,founder,pharmaceuticals,new,49,male,China,CHN,East Asia,founder non-finance,1.5,New Sectors,Technology-Medical,not inherited
Maria Del Pino y Calvo-Sotelo,1154,2014,1952,Ferrovial,relation,construction,new,57,female,Spain,ESP,Europe,inherited,1.5,Non-Traded Sectors,Constrution,father
Marie-Jeanne Meyer,1154,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,72,female,France,FRA,Europe,inherited,1.5,Resource Related,Mining and metals,4th generation
Mark Stevens,1154,2014,1972,Sequoia Capital,partner,venture capitalist,new,54,male,United States,USA,North America,self-made finance,1.5,Financial,Venture Capital,not inherited
Massimo Moratti,1154,2014,1962,Saras SPA,relation,oil,new,68,male,Italy,ITA,Europe,inherited,1.5,Resource Related,Energy,father
Mehmet Karamehmet,1154,2014,1923,Cukurova Holding,chairman,"textiles, industrial goods, media",new,69,male,Turkey,TUR,Middle East/North Africa,executive,1.5,Non-Traded Sectors,Media,not inherited
Mehmet Nazif Gunal,1154,2014,1976,MNG Holding,founder,construction,new,66,male,Turkey,TUR,Middle East/North Africa,founder non-finance,1.5,Non-Traded Sectors,Constrution,not inherited
Monique Louis-Dreyfus,1154,2014,1851,Louis-Dreyfus Goup,relation,"commodities (wheat, oil, shipping)",new,74,female,France,FRA,Europe,inherited,1.5,Resource Related,Mining and metals,4th generation
Murali Divi,1154,2014,1990,Divis Laboratories,founder,pharmaceuticals,new,62,male,India,IND,South Asia,founder non-finance,1.5,New Sectors,Technology-Medical,not inherited
Paul Singer,1154,2014,1977,Elliott Associates,founder,hedge funds,new,69,male,United States,USA,North America,self-made finance,1.5,Financial,Hedge funds,not inherited
Ravi Jaipuria,1154,2014,1960,RJ Corp,relation,soft drinks,new,59,male,India,IND,South Asia,executive,1.5,Traded Sectors,Consumer,not inherited
Richard Hayne,1154,2014,1970,Urban Outfitters,founder,retail,new,66,male,United States,USA,North America,founder non-finance,1.5,Traded Sectors,Consumer,not inherited
Robert Coyiuto Jr,1154,2014,1981,Prudential Guarantee & Assurance,relation,"insurancei, power",new,61,male,Philippines,PHL,East Asia,inherited,1.5,Resource Related,Energy,father
Saad Hariri,1154,2014,1978,Saudi Oger,relation,construction,aquired,43,male,Lebanon,LBN,Middle East/North Africa,inherited,1.5,Non-Traded Sectors,Constrution,father
Senapathy Gopalakrishnan,1154,2014,1981,Infosys,founder and executive vice chairman,information services,new,58,male,India,IND,South Asia,founder non-finance,1.5,New Sectors,Technology-Computer,not inherited
Sergio Lins Andrade,1154,2014,1948,Andrade Gutierrez,relation,construction,new,66,male,Brazil,BRA,Latin America,inherited,1.5,Non-Traded Sectors,Constrution,father
Thomas Lee,1154,2014,1974,Thomas H. Lee Partners,founder,leveraged buyout,new,69,male,United States,USA,North America,self-made finance,1.5,Financial,Private equity/leveraged buyout,not inherited
Tom Benson,1154,2014,1962,Benson Financial,founder,"cars, finance",new,86,male,United States,USA,North America,founder non-finance,1.5,0,Other,not inherited
Vadim Novinsky,1154,2014,1995,Smart-Holding,owner,steel,new,50,male,Ukraine,UKR,Europe,privatized and resources,1.5,Resource Related,Non-consumer industrial,not inherited
Vichai Srivaddhanaprabha,1154,2014,1989,King Power Duty Free,founder,retail,new,56,male,Thailand,THA,East Asia,founder non-finance,1.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
Victor Gradin,1154,2014,1944,Odebrecht,owner,construction,new,81,male,Brazil,BRA,Latin America,executive,1.5,Non-Traded Sectors,Constrution,not inherited
Vinod Khosla,1154,2014,1982,Sun Microsystems,founder,software,new,59,male,United States,USA,North America,self-made finance,1.5,Financial,Venture Capital,not inherited
Wen Yibo,1154,2014,1993,The Sound Group,founder,waste management,new,48,male,China,CHN,East Asia,founder non-finance,1.5,Traded Sectors,Non-consumer industrial,not inherited
Yuriy Kosiuk,1154,2014,1998,MHP,founder,agriculture,aquired,45,male,Ukraine,UKR,Europe,founder non-finance,1.5,Traded Sectors,Consumer,not inherited
Zhu Yicai,1154,2014,1993,Yurun Food,founder,meat products,new,49,male,China,CHN,East Asia,self-made finance,1.5,Financial,Diversified financial,not inherited
Ajay Piramal,1203,2014,1984,Piramel,founder,pharmaceuticals,aquired,58,male,India,IND,South Asia,founder non-finance,1.5,New Sectors,Technology-Medical,not inherited
Isidoro Alvarez,1203,2014,1940,El Corte Ingles,relation,retail,new,79,male,Spain,ESP,Europe,inherited,1.5,Non-Traded Sectors,"Retail, Restaurant",father
Richard Scaife,1203,2014,1869,Mellon,relation,"banking, oil, aluminum",new,81,male,United States,USA,North America,inherited,1.5,Financial,Diversified financial,3rd generation
Sergei Katsiev,1203,2014,1998,Megapolis,founder,tobacco,new,56,male,Russia,RUS,Europe,founder non-finance,1.5,Non-Traded Sectors,"Retail, Restaurant",not inherited
William Ackman,1203,2014,2005,Pershing Square Capital Management,founder,hedge funds,new,47,male,United States,USA,North America,self-made finance,1.5,Financial,Hedge funds,not inherited
Wilma Tisch,1203,2014,1946,Loews Corporation,relation,invetsments,new,86,female,United States,USA,North America,inherited,1.5,Financial,Diversified financial,spouse/widow
Zhang Changhong,1203,2014,2000,DZH/Shanghai Great Wisdom,chairman,financial information,new,55,male,China,CHN,East Asia,self-made finance,1.5,Financial,Money Management,not inherited
Alan Gerry,1210,2014,1956,Cablevision Industries,founder,media,new,84,male,United States,USA,North America,founder non-finance,1.4,Non-Traded Sectors,Media,not inherited
Albert Blokker,1210,2014,1896,Blokker Holding,relation,retail,new,68,male,Belgium,BEL,Europe,inherited,1.4,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Alberto Cortina,1210,2014,1952,Construcciones y Contratas,owner,construction,aquired,68,male,Spain,ESP,Europe,self-made finance,1.4,Financial,Diversified financial,not inherited
Anatoly Lomakin,1210,2014,1992,International Potassium Company (MMK),owner,fertilizers,privatization,61,male,Russia,RUS,Europe,privatized and resources,1.4,Traded Sectors,Consumer,not inherited
Aziz Akhannouch,1210,2014,1959,Akwa Group,relation,oil and gas,new,53,male,Morocco,MAR,Middle East/North Africa,inherited,1.4,Resource Related,Energy,father
Billy Joe (Red) McCombs,1210,2014,1953,Red McCombs Automotive Group,founder,"auto sales, energy",new,86,male,United States,USA,North America,self-made finance,1.4,Financial,Real Estate,not inherited
Chen Jianhua,1210,2014,2002,Hengli Group,chairman,plastics,new,43,male,China,CHN,East Asia,executive,1.4,Traded Sectors,Non-consumer industrial,not inherited
Christopher Cline,1210,2014,1985,Foresight Reserves,founder,coal,new,56,male,United States,USA,North America,privatized and resources,1.4,Resource Related,Mining and metals,not inherited
Christopher Goldsbury,1210,2014,1947,Pace Foods,relation,salsa,new,71,male,United States,USA,North America,inherited,1.4,Traded Sectors,Consumer,father
Clement Fayat,1210,2014,1957,Fayat,founder,construction,new,82,male,France,FRA,Europe,founder non-finance,1.4,Non-Traded Sectors,Constrution,not inherited
David Walentas,1210,2014,1979,Dumbo,founder,real estate,new,75,male,United States,USA,North America,self-made finance,1.4,Financial,Real Estate,not inherited
Dmitry Kamenshchik,1210,2014,1964,Moscow Domodedovo Airport.,chairman,airport,privatization,45,male,Russia,RUS,Europe,privatized and resources,1.4,Financial,Real Estate,not inherited
Dmitry Mazepin,1210,2014,2004,Uralchem,founder,fertilizers,new,45,male,Russia,RUS,Europe,founder non-finance,1.4,Traded Sectors,Non-consumer industrial,not inherited
Edmund Ansin,1210,2014,1962,Sunbeam Television,chairman,media,new,77,male,United States,USA,North America,executive,1.4,Non-Traded Sectors,Media,not inherited
Els Blokker,1210,2014,1896,Blokker Holding,relation,retail,new,66,female,Netherlands,NLD,Europe,inherited,1.4,Non-Traded Sectors,"Retail, Restaurant",spouse/widow
Farkhad Akhmedov,1210,2014,1993,Northgas,owner,oil and gas,subsidiary,58,male,Russia,RUS,Europe,privatized and resources,1.4,Resource Related,Energy,not inherited
Francesco Saverio Salini,1210,2014,1936,Salini Impregilo,relation,construction,new,78,male,Italy,ITA,Europe,inherited,1.4,Non-Traded Sectors,Constrution,father
